,precision,recall,f1
rouge,0.30557957363631216,0.13262514827623048,0.17117381449492966
bleu,0.24986871643769334,0.1061672613652221,0.1381038408456886
bert,0.6586116613393806,0.32689425619730506,0.40275904357741077
