,precision,recall,f1
rouge,0.218928862349343,0.09922811468717939,0.12536404693177297
bleu,0.16224693669273227,0.07235679748419685,0.09225875390817875
bert,0.593466493738703,0.2927260226035214,0.3610463916503077
