,precision,recall,f1
rouge,0.09011099102594967,0.32282493086430153,0.13364708438503872
bleu,0.07188354504887719,0.26094446876284505,0.10759491422959241
bert,0.19024563744125592,0.6745253093271371,0.2794521084144772
