,precision,recall,f1
rouge,0.23257422595963617,0.10272875629776203,0.13227582573308513
bleu,0.17401028883751218,0.07335149354801175,0.09617693804768442
bert,0.6386005921536181,0.31908892351221374,0.39282403618729944
