,precision,recall,f1
rouge,0.22818584558786115,0.11310153164670914,0.140958966517093
bleu,0.1853356878172933,0.08972644649835364,0.11287689623196238
bert,0.6199880773762623,0.3180559305302111,0.3883182673911152
