,precision,recall,f1
rouge,0.07925094564707955,0.29685064515880094,0.11805978622477875
bleu,0.0639445491751491,0.239202135339164,0.09564214249638416
bert,0.1800848203969289,0.6490530926021069,0.2650512026268347
