,precision,recall,f1
rouge,0.22732553586596776,0.11311043088300753,0.1406410510486536
bleu,0.17361427089930834,0.08504303366452938,0.10696351028857412
bert,0.6179117948175913,0.3164384201827298,0.38655010173188104
